Blue,CloudMask,CloudMaskConfidence,Green,ImageDate,ImageName,Lake,NIR,Organization,Red,SWIR1,SWIR2,Sensor,StationID
1295,1,1,1763,5/8/1984,LT50380321984129,Utah,446,UTAHDWQ,1418,33,21,LANDSAT/LT5_SR,4917310
1509,1,1,1921,5/8/1984,LT50380321984129,Utah,518,UTAHDWQ,1588,34,56,LANDSAT/LT5_SR,4917370
1342,1,1,1730,5/8/1984,LT50380321984129,Utah,449,UTAHDWQ,1445,35,56,LANDSAT/LT5_SR,4917390
722,1,1,1054,5/8/1984,LT50380321984129,Utah,480,UTAHDWQ,988,56,90,LANDSAT/LT5_SR,4917450
1347,1,1,1823,5/8/1984,LT50380321984129,Utah,488,UTAHDWQ,1530,37,-10,LANDSAT/LT5_SR,4917500
1341,1,1,1730,5/8/1984,LT50380321984129,Utah,414,UTAHDWQ,1446,57,56,LANDSAT/LT5_SR,4917520
580,1,1,967,5/8/1984,LT50380321984129,Utah,389,UTAHDWQ,740,84,23,LANDSAT/LT5_SR,4917600
896,1,1,1410,5/8/1984,LT50380321984129,Utah,379,UTAHDWQ,1217,34,21,LANDSAT/LT5_SR,4917770
1310,1,1,1705,6/9/1984,LT50380321984161,Utah,506,UTAHDWQ,1353,84,48,LANDSAT/LT5_SR,4917310
1622,1,1,2027,6/9/1984,LT50380321984161,Utah,582,UTAHDWQ,1584,156,151,LANDSAT/LT5_SR,4917370
1286,1,1,1698,6/9/1984,LT50380321984161,Utah,384,UTAHDWQ,1325,46,51,LANDSAT/LT5_SR,4917390
852,1,1,1214,6/9/1984,LT50380321984161,Utah,486,UTAHDWQ,1153,69,51,LANDSAT/LT5_SR,4917450
1564,1,1,1959,6/9/1984,LT50380321984161,Utah,486,UTAHDWQ,1497,68,85,LANDSAT/LT5_SR,4917500
1857,4,3,2292,6/9/1984,LT50380321984161,Utah,893,UTAHDWQ,1931,383,357,LANDSAT/LT5_SR,4917520
1272,1,1,1701,6/9/1984,LT50380321984161,Utah,691,UTAHDWQ,1497,159,84,LANDSAT/LT5_SR,4917600
914,1,1,1343,6/9/1984,LT50380321984161,Utah,485,UTAHDWQ,1296,45,51,LANDSAT/LT5_SR,4917770
20000,4,3,5172,6/25/1984,LT50380321984177,Utah,5805,UTAHDWQ,5096,5250,4480,LANDSAT/LT5_SR,4917310
2093,4,3,2484,6/25/1984,LT50380321984177,Utah,1781,UTAHDWQ,2067,1735,1664,LANDSAT/LT5_SR,4917370
1286,4,3,1663,6/25/1984,LT50380321984177,Utah,857,UTAHDWQ,1271,586,510,LANDSAT/LT5_SR,4917390
1255,4,3,1598,6/25/1984,LT50380321984177,Utah,1395,UTAHDWQ,1560,1012,898,LANDSAT/LT5_SR,4917450
1783,4,3,2240,6/25/1984,LT50380321984177,Utah,1323,UTAHDWQ,1788,1293,1072,LANDSAT/LT5_SR,4917500
1013,4,3,1247,6/25/1984,LT50380321984177,Utah,939,UTAHDWQ,993,568,577,LANDSAT/LT5_SR,4917520
20000,4,3,5052,6/25/1984,LT50380321984177,Utah,5978,UTAHDWQ,5125,5763,5252,LANDSAT/LT5_SR,4917600
1488,4,2,2021,6/25/1984,LT50380321984177,Utah,1215,UTAHDWQ,1791,822,686,LANDSAT/LT5_SR,4917770
542,,,867,8/5/1984,LT50370321984218,Utah,682,UTAHDWQ,793,94,128,LANDSAT/LT5_SR,4917450
753,1,1,1072,9/22/1984,LT50370321984266,Utah,729,UTAHDWQ,991,39,24,LANDSAT/LT5_SR,4917450
994,1,1,1389,6/12/1985,LT50380321985163,Utah,330,UTAHDWQ,1007,29,19,LANDSAT/LT5_SR,4917310
1165,1,1,1543,6/12/1985,LT50380321985163,Utah,305,UTAHDWQ,1094,33,54,LANDSAT/LT5_SR,4917370
979,1,1,1358,6/12/1985,LT50380321985163,Utah,313,UTAHDWQ,1096,60,22,LANDSAT/LT5_SR,4917390
587,1,1,829,6/12/1985,LT50380321985163,Utah,306,UTAHDWQ,679,11,55,LANDSAT/LT5_SR,4917450
1197,1,1,1545,6/12/1985,LT50380321985163,Utah,305,UTAHDWQ,1122,56,-45,LANDSAT/LT5_SR,4917500
1308,1,1,1733,6/12/1985,LT50380321985163,Utah,537,UTAHDWQ,1398,166,156,LANDSAT/LT5_SR,4917520
1128,1,1,1573,6/12/1985,LT50380321985163,Utah,483,UTAHDWQ,1343,128,124,LANDSAT/LT5_SR,4917600
880,1,1,1326,6/12/1985,LT50380321985163,Utah,404,UTAHDWQ,1231,9,-12,LANDSAT/LT5_SR,4917770
1397,4,1,1783,6/28/1985,LT50380321985179,Utah,1182,UTAHDWQ,1408,618,531,LANDSAT/LT5_SR,4917310
1778,4,2,2195,6/28/1985,LT50380321985179,Utah,1354,UTAHDWQ,1777,869,736,LANDSAT/LT5_SR,4917370
1134,1,1,1558,6/28/1985,LT50380321985179,Utah,385,UTAHDWQ,1122,68,85,LANDSAT/LT5_SR,4917390
737,1,1,1045,6/28/1985,LT50380321985179,Utah,597,UTAHDWQ,1039,49,86,LANDSAT/LT5_SR,4917450
1292,4,1,1558,6/28/1985,LT50380321985179,Utah,769,UTAHDWQ,1181,436,325,LANDSAT/LT5_SR,4917500
2153,4,3,2414,6/28/1985,LT50380321985179,Utah,2107,UTAHDWQ,2227,1166,1009,LANDSAT/LT5_SR,4917520
1415,4,3,1747,6/28/1985,LT50380321985179,Utah,1864,UTAHDWQ,1492,960,768,LANDSAT/LT5_SR,4917600
638,1,1,1075,6/28/1985,LT50380321985179,Utah,561,UTAHDWQ,837,69,85,LANDSAT/LT5_SR,4917770
559,1,1,974,7/14/1985,LT50380321985195,Utah,625,UTAHDWQ,599,51,19,LANDSAT/LT5_SR,4917310
1235,1,1,1656,7/14/1985,LT50380321985195,Utah,487,UTAHDWQ,1296,54,56,LANDSAT/LT5_SR,4917370
828,1,1,1236,7/14/1985,LT50380321985195,Utah,518,UTAHDWQ,862,52,55,LANDSAT/LT5_SR,4917390
592,1,1,910,7/14/1985,LT50380321985195,Utah,876,UTAHDWQ,775,76,55,LANDSAT/LT5_SR,4917450
1213,1,1,1625,7/14/1985,LT50380321985195,Utah,422,UTAHDWQ,1241,57,92,LANDSAT/LT5_SR,4917500
1306,1,1,1728,7/14/1985,LT50380321985195,Utah,581,UTAHDWQ,1382,95,124,LANDSAT/LT5_SR,4917520
650,0,1,1025,7/14/1985,LT50380321985195,Utah,920,UTAHDWQ,708,38,59,LANDSAT/LT5_SR,4917600
764,1,1,1269,7/14/1985,LT50380321985195,Utah,553,UTAHDWQ,977,51,19,LANDSAT/LT5_SR,4917770
1234,1,1,1751,7/30/1985,LT50380321985211,Utah,820,UTAHDWQ,1453,318,272,LANDSAT/LT5_SR,4917310
1410,1,1,1849,7/30/1985,LT50380321985211,Utah,674,UTAHDWQ,1631,198,164,LANDSAT/LT5_SR,4917370
1154,1,1,1749,7/30/1985,LT50380321985211,Utah,712,UTAHDWQ,1334,173,127,LANDSAT/LT5_SR,4917390
998,1,1,1281,7/30/1985,LT50380321985211,Utah,1077,UTAHDWQ,1275,368,344,LANDSAT/LT5_SR,4917450
1294,1,1,1743,7/30/1985,LT50380321985211,Utah,506,UTAHDWQ,1394,35,58,LANDSAT/LT5_SR,4917500
1393,1,1,1884,7/30/1985,LT50380321985211,Utah,748,UTAHDWQ,1572,197,163,LANDSAT/LT5_SR,4917520
960,1,1,1351,7/30/1985,LT50380321985211,Utah,1010,UTAHDWQ,1134,254,274,LANDSAT/LT5_SR,4917600
984,1,1,1480,7/30/1985,LT50380321985211,Utah,861,UTAHDWQ,1334,248,201,LANDSAT/LT5_SR,4917770
399,0,1,786,8/15/1985,LT50380321985227,Utah,586,UTAHDWQ,441,58,21,LANDSAT/LT5_SR,4917310
1136,1,1,1571,8/15/1985,LT50380321985227,Utah,525,UTAHDWQ,1235,42,25,LANDSAT/LT5_SR,4917370
989,1,1,1439,8/15/1985,LT50380321985227,Utah,411,UTAHDWQ,1145,87,60,LANDSAT/LT5_SR,4917390
507,1,1,832,8/15/1985,LT50380321985227,Utah,703,UTAHDWQ,667,40,-11,LANDSAT/LT5_SR,4917450
1062,1,1,1474,8/15/1985,LT50380321985227,Utah,452,UTAHDWQ,1117,41,61,LANDSAT/LT5_SR,4917500
1021,1,1,1439,8/15/1985,LT50380321985227,Utah,484,UTAHDWQ,1085,63,97,LANDSAT/LT5_SR,4917520
803,1,1,1206,8/15/1985,LT50380321985227,Utah,596,UTAHDWQ,1027,40,61,LANDSAT/LT5_SR,4917600
743,1,1,1202,8/15/1985,LT50380321985227,Utah,555,UTAHDWQ,1055,38,-12,LANDSAT/LT5_SR,4917770
610,1,1,1057,8/31/1985,LT50380321985243,Utah,597,UTAHDWQ,667,65,24,LANDSAT/LT5_SR,4917310
847,1,1,1273,8/31/1985,LT50380321985243,Utah,644,UTAHDWQ,959,45,65,LANDSAT/LT5_SR,4917370
885,1,1,1307,8/31/1985,LT50380321985243,Utah,439,UTAHDWQ,1081,65,24,LANDSAT/LT5_SR,4917390
678,1,1,949,8/31/1985,LT50380321985243,Utah,479,UTAHDWQ,954,40,63,LANDSAT/LT5_SR,4917450
713,1,1,1204,8/31/1985,LT50380321985243,Utah,486,UTAHDWQ,801,69,-11,LANDSAT/LT5_SR,4917500
495,0,1,981,8/31/1985,LT50380321985243,Utah,990,UTAHDWQ,631,142,62,LANDSAT/LT5_SR,4917520
484,0,1,917,8/31/1985,LT50380321985243,Utah,992,UTAHDWQ,577,172,64,LANDSAT/LT5_SR,4917600
708,1,1,1199,8/31/1985,LT50380321985243,Utah,595,UTAHDWQ,1016,64,23,LANDSAT/LT5_SR,4917770
1158,1,1,1610,9/16/1985,LT50380321985259,Utah,635,UTAHDWQ,1469,73,27,LANDSAT/LT5_SR,4917310
999,1,1,1495,9/16/1985,LT50380321985259,Utah,638,UTAHDWQ,1134,102,28,LANDSAT/LT5_SR,4917370
767,1,1,1344,9/16/1985,LT50380321985259,Utah,673,UTAHDWQ,995,70,66,LANDSAT/LT5_SR,4917390
578,1,1,927,9/16/1985,LT50380321985259,Utah,472,UTAHDWQ,764,46,68,LANDSAT/LT5_SR,4917450
1058,1,1,1534,9/16/1985,LT50380321985259,Utah,557,UTAHDWQ,1136,75,69,LANDSAT/LT5_SR,4917500
614,1,1,1190,9/16/1985,LT50380321985259,Utah,879,UTAHDWQ,824,179,108,LANDSAT/LT5_SR,4917520
788,1,1,1196,9/16/1985,LT50380321985259,Utah,680,UTAHDWQ,968,102,28,LANDSAT/LT5_SR,4917600
649,1,1,1079,9/16/1985,LT50380321985259,Utah,636,UTAHDWQ,898,73,27,LANDSAT/LT5_SR,4917770
3594,4,3,3719,10/2/1985,LT50380321985275,Utah,4040,UTAHDWQ,3668,3756,3621,LANDSAT/LT5_SR,4917310
20000,4,3,4604,10/2/1985,LT50380321985275,Utah,4657,UTAHDWQ,4533,4352,3888,LANDSAT/LT5_SR,4917370
20000,4,3,5046,10/2/1985,LT50380321985275,Utah,5234,UTAHDWQ,4893,4531,3887,LANDSAT/LT5_SR,4917390
1685,4,3,1831,10/2/1985,LT50380321985275,Utah,1959,UTAHDWQ,1733,1794,1708,LANDSAT/LT5_SR,4917450
20000,4,3,5284,10/2/1985,LT50380321985275,Utah,5543,UTAHDWQ,5251,5251,4656,LANDSAT/LT5_SR,4917500
3605,4,3,3839,10/2/1985,LT50380321985275,Utah,4092,UTAHDWQ,3811,3944,3780,LANDSAT/LT5_SR,4917520
2585,4,3,2942,10/2/1985,LT50380321985275,Utah,3557,UTAHDWQ,2902,3401,3400,LANDSAT/LT5_SR,4917600
20000,4,3,5126,10/2/1985,LT50380321985275,Utah,5499,UTAHDWQ,5037,4952,4023,LANDSAT/LT5_SR,4917770
1137,1,1,1503,10/18/1985,LT50380321985291,Utah,529,UTAHDWQ,1322,90,35,LANDSAT/LT5_SR,4917310
1314,1,1,1687,10/18/1985,LT50380321985291,Utah,382,UTAHDWQ,1363,58,35,LANDSAT/LT5_SR,4917370
1026,1,1,1411,10/18/1985,LT50380321985291,Utah,333,UTAHDWQ,1119,58,35,LANDSAT/LT5_SR,4917390
668,1,1,948,10/18/1985,LT50380321985291,Utah,579,UTAHDWQ,832,-40,35,LANDSAT/LT5_SR,4917450
1250,1,1,1642,10/18/1985,LT50380321985291,Utah,382,UTAHDWQ,1322,25,-14,LANDSAT/LT5_SR,4917500
1270,1,1,1687,10/18/1985,LT50380321985291,Utah,529,UTAHDWQ,1485,25,84,LANDSAT/LT5_SR,4917520
854,1,1,1321,10/18/1985,LT50380321985291,Utah,479,UTAHDWQ,1120,89,34,LANDSAT/LT5_SR,4917600
825,1,1,1180,10/18/1985,LT50380321985291,Utah,430,UTAHDWQ,995,57,-14,LANDSAT/LT5_SR,4917770
1903,4,3,2214,5/14/1986,LT50380321986134,Utah,1776,UTAHDWQ,2066,843,683,LANDSAT/LT5_SR,4917310
2040,4,3,2432,5/14/1986,LT50380321986134,Utah,1713,UTAHDWQ,2257,797,651,LANDSAT/LT5_SR,4917370
1955,4,3,2215,5/14/1986,LT50380321986134,Utah,1649,UTAHDWQ,2123,774,582,LANDSAT/LT5_SR,4917390
1677,4,3,1906,5/14/1986,LT50380321986134,Utah,1941,UTAHDWQ,1822,964,796,LANDSAT/LT5_SR,4917450
1646,1,1,2091,5/14/1986,LT50380321986134,Utah,893,UTAHDWQ,1897,258,192,LANDSAT/LT5_SR,4917500
2238,4,3,2490,5/14/1986,LT50380321986134,Utah,2242,UTAHDWQ,2338,1244,1002,LANDSAT/LT5_SR,4917520
1030,1,1,1426,5/14/1986,LT50380321986134,Utah,789,UTAHDWQ,1280,212,157,LANDSAT/LT5_SR,4917600
1443,4,3,1699,5/14/1986,LT50380321986134,Utah,1505,UTAHDWQ,1732,631,511,LANDSAT/LT5_SR,4917770
590,1,1,924,5/23/1986,LT50370321986143,Utah,454,UTAHDWQ,843,43,50,LANDSAT/LT5_SR,4917450
755,,,1092,5/23/1986,LT50370321986143,Utah,527,UTAHDWQ,1020,44,85,LANDSAT/LT5_SR,4917770
530,1,1,798,5/30/1986,LT50380321986150,Utah,189,UTAHDWQ,476,27,53,LANDSAT/LT5_SR,4917310
918,1,1,1223,5/30/1986,LT50380321986150,Utah,240,UTAHDWQ,746,80,-11,LANDSAT/LT5_SR,4917370
625,1,1,973,5/30/1986,LT50380321986150,Utah,246,UTAHDWQ,582,37,-10,LANDSAT/LT5_SR,4917390
644,1,1,937,5/30/1986,LT50380321986150,Utah,341,UTAHDWQ,829,33,90,LANDSAT/LT5_SR,4917450
796,1,1,1226,5/30/1986,LT50380321986150,Utah,250,UTAHDWQ,780,15,57,LANDSAT/LT5_SR,4917500
982,1,1,1379,5/30/1986,LT50380321986150,Utah,366,UTAHDWQ,907,166,157,LANDSAT/LT5_SR,4917520
785,1,1,1071,5/30/1986,LT50380321986150,Utah,318,UTAHDWQ,837,83,57,LANDSAT/LT5_SR,4917600
642,1,1,968,5/30/1986,LT50380321986150,Utah,340,UTAHDWQ,828,33,20,LANDSAT/LT5_SR,4917770
1237,2,1,1413,6/8/1986,LT50370321986159,Utah,899,UTAHDWQ,1363,213,150,LANDSAT/LT5_SR,4917450
1748,,,2013,6/8/1986,LT50370321986159,Utah,1311,UTAHDWQ,1979,551,509,LANDSAT/LT5_SR,4917770
930,1,1,1347,6/15/1986,LT50380321986166,Utah,393,UTAHDWQ,989,71,87,LANDSAT/LT5_SR,4917310
1381,1,1,1890,6/15/1986,LT50380321986166,Utah,540,UTAHDWQ,1391,236,226,LANDSAT/LT5_SR,4917370
1063,1,1,1475,6/15/1986,LT50380321986166,Utah,438,UTAHDWQ,1221,99,89,LANDSAT/LT5_SR,4917390
628,1,1,930,6/15/1986,LT50380321986166,Utah,435,UTAHDWQ,764,74,88,LANDSAT/LT5_SR,4917450
1360,1,1,1822,6/15/1986,LT50380321986166,Utah,482,UTAHDWQ,1392,125,90,LANDSAT/LT5_SR,4917500
1271,1,1,1702,6/15/1986,LT50380321986166,Utah,534,UTAHDWQ,1219,210,190,LANDSAT/LT5_SR,4917520
1167,1,1,1570,6/15/1986,LT50380321986166,Utah,655,UTAHDWQ,1392,172,124,LANDSAT/LT5_SR,4917600
859,1,1,1316,6/15/1986,LT50380321986166,Utah,470,UTAHDWQ,1164,74,122,LANDSAT/LT5_SR,4917770
1232,4,3,1543,6/24/1986,LT50370321986175,Utah,1443,UTAHDWQ,1390,800,591,LANDSAT/LT5_SR,4917450
554,1,1,1051,7/1/1986,LT50380321986182,Utah,558,UTAHDWQ,615,81,90,LANDSAT/LT5_SR,4917310
807,1,1,1306,7/1/1986,LT50380321986182,Utah,493,UTAHDWQ,818,38,23,LANDSAT/LT5_SR,4917370
1057,1,1,1528,7/1/1986,LT50380321986182,Utah,454,UTAHDWQ,1153,35,57,LANDSAT/LT5_SR,4917390
620,1,1,989,7/1/1986,LT50380321986182,Utah,628,UTAHDWQ,788,106,23,LANDSAT/LT5_SR,4917450
812,1,1,1307,7/1/1986,LT50380321986182,Utah,495,UTAHDWQ,848,61,92,LANDSAT/LT5_SR,4917500
595,1,1,1049,7/1/1986,LT50380321986182,Utah,521,UTAHDWQ,641,33,21,LANDSAT/LT5_SR,4917520
706,1,1,1118,7/1/1986,LT50380321986182,Utah,769,UTAHDWQ,820,108,92,LANDSAT/LT5_SR,4917600
680,1,1,1179,7/1/1986,LT50380321986182,Utah,525,UTAHDWQ,872,82,57,LANDSAT/LT5_SR,4917770
551,1,1,984,7/10/1986,LT50370321986191,Utah,665,UTAHDWQ,781,51,19,LANDSAT/LT5_SR,4917450
1022,1,1,1490,7/17/1986,LT50380321986198,Utah,857,UTAHDWQ,1146,153,129,LANDSAT/LT5_SR,4917310
971,1,1,1393,7/17/1986,LT50380321986198,Utah,721,UTAHDWQ,1034,87,95,LANDSAT/LT5_SR,4917370
744,1,1,1232,7/17/1986,LT50380321986198,Utah,750,UTAHDWQ,887,83,58,LANDSAT/LT5_SR,4917390
445,0,1,808,7/17/1986,LT50380321986198,Utah,1711,UTAHDWQ,538,225,129,LANDSAT/LT5_SR,4917450
1292,1,1,1744,7/17/1986,LT50380321986198,Utah,826,UTAHDWQ,1491,135,95,LANDSAT/LT5_SR,4917500
605,0,1,1064,7/17/1986,LT50380321986198,Utah,962,UTAHDWQ,706,127,92,LANDSAT/LT5_SR,4917520
955,1,1,1330,7/17/1986,LT50380321986198,Utah,647,UTAHDWQ,1120,86,94,LANDSAT/LT5_SR,4917600
432,0,1,809,7/17/1986,LT50380321986198,Utah,1534,UTAHDWQ,539,226,58,LANDSAT/LT5_SR,4917770
523,,,920,7/26/1986,LT50370321986207,Utah,687,UTAHDWQ,660,55,56,LANDSAT/LT5_SR,4917450
531,1,1,995,8/2/1986,LT50380321986214,Utah,381,UTAHDWQ,595,75,18,LANDSAT/LT5_SR,4917310
845,1,1,1343,8/2/1986,LT50380321986214,Utah,427,UTAHDWQ,938,29,56,LANDSAT/LT5_SR,4917370
827,1,1,1308,8/2/1986,LT50380321986214,Utah,388,UTAHDWQ,908,53,19,LANDSAT/LT5_SR,4917390
651,1,1,1029,8/2/1986,LT50380321986214,Utah,868,UTAHDWQ,812,223,165,LANDSAT/LT5_SR,4917450
811,1,1,1206,8/2/1986,LT50380321986214,Utah,572,UTAHDWQ,877,249,202,LANDSAT/LT5_SR,4917500
531,1,1,1029,8/2/1986,LT50380321986214,Utah,419,UTAHDWQ,595,50,18,LANDSAT/LT5_SR,4917520
774,1,1,1141,8/2/1986,LT50380321986214,Utah,579,UTAHDWQ,913,154,131,LANDSAT/LT5_SR,4917600
866,1,1,1237,8/2/1986,LT50380321986214,Utah,717,UTAHDWQ,964,321,239,LANDSAT/LT5_SR,4917770
633,1,1,1122,8/18/1986,LT50380321986230,Utah,337,UTAHDWQ,670,34,22,LANDSAT/LT5_SR,4917310
713,1,1,1197,8/18/1986,LT50380321986230,Utah,393,UTAHDWQ,747,17,26,LANDSAT/LT5_SR,4917370
666,1,1,1160,8/18/1986,LT50380321986230,Utah,385,UTAHDWQ,771,39,24,LANDSAT/LT5_SR,4917390
638,1,1,1018,8/18/1986,LT50380321986230,Utah,647,UTAHDWQ,922,61,60,LANDSAT/LT5_SR,4917450
896,1,1,1302,8/18/1986,LT50380321986230,Utah,315,UTAHDWQ,930,41,62,LANDSAT/LT5_SR,4917500
990,1,1,1473,8/18/1986,LT50380321986230,Utah,413,UTAHDWQ,1046,59,59,LANDSAT/LT5_SR,4917520
651,1,1,1023,8/18/1986,LT50380321986230,Utah,725,UTAHDWQ,770,88,99,LANDSAT/LT5_SR,4917600
856,1,1,1368,8/18/1986,LT50380321986230,Utah,530,UTAHDWQ,1077,-15,22,LANDSAT/LT5_SR,4917770
385,0,1,796,9/3/1986,LT50380321986246,Utah,967,UTAHDWQ,456,66,24,LANDSAT/LT5_SR,4917310
972,1,1,1462,9/3/1986,LT50380321986246,Utah,654,UTAHDWQ,1118,45,27,LANDSAT/LT5_SR,4917370
754,1,1,1245,9/3/1986,LT50380321986246,Utah,570,UTAHDWQ,922,42,-12,LANDSAT/LT5_SR,4917390
495,0,1,880,9/3/1986,LT50380321986246,Utah,930,UTAHDWQ,598,70,66,LANDSAT/LT5_SR,4917450
719,1,1,1140,9/3/1986,LT50380321986246,Utah,418,UTAHDWQ,734,19,27,LANDSAT/LT5_SR,4917500
811,1,1,1280,9/3/1986,LT50380321986246,Utah,442,UTAHDWQ,917,37,23,LANDSAT/LT5_SR,4917520
616,1,1,959,9/3/1986,LT50380321986246,Utah,734,UTAHDWQ,669,45,-10,LANDSAT/LT5_SR,4917600
636,1,1,1099,9/3/1986,LT50380321986246,Utah,691,UTAHDWQ,859,70,105,LANDSAT/LT5_SR,4917770
1840,4,3,2042,9/19/1986,LT50380321986262,Utah,2077,UTAHDWQ,1926,1250,1010,LANDSAT/LT5_SR,4917310
1551,2,1,1881,9/19/1986,LT50380321986262,Utah,1341,UTAHDWQ,1675,702,581,LANDSAT/LT5_SR,4917370
3271,4,3,3427,9/19/1986,LT50380321986262,Utah,3494,UTAHDWQ,3266,2056,1739,LANDSAT/LT5_SR,4917390
2935,4,3,3073,9/19/1986,LT50380321986262,Utah,3406,UTAHDWQ,3019,1854,1438,LANDSAT/LT5_SR,4917450
1879,4,3,2161,9/19/1986,LT50380321986262,Utah,1860,UTAHDWQ,2031,1162,924,LANDSAT/LT5_SR,4917500
3019,4,3,3239,9/19/1986,LT50380321986262,Utah,3201,UTAHDWQ,2992,1885,1526,LANDSAT/LT5_SR,4917520
1403,2,2,1521,9/19/1986,LT50380321986262,Utah,1600,UTAHDWQ,1533,904,708,LANDSAT/LT5_SR,4917600
1973,4,3,2160,9/19/1986,LT50380321986262,Utah,2162,UTAHDWQ,2030,1220,1009,LANDSAT/LT5_SR,4917770
1116,1,1,1476,10/5/1986,LT50380321986278,Utah,526,UTAHDWQ,1265,45,27,LANDSAT/LT5_SR,4917310
1351,1,1,1739,10/5/1986,LT50380321986278,Utah,434,UTAHDWQ,1458,16,-17,LANDSAT/LT5_SR,4917370
1266,1,1,1652,10/5/1986,LT50380321986278,Utah,481,UTAHDWQ,1420,46,75,LANDSAT/LT5_SR,4917390
564,1,1,855,10/5/1986,LT50380321986278,Utah,388,UTAHDWQ,680,16,-17,LANDSAT/LT5_SR,4917450
1318,1,1,1778,10/5/1986,LT50380321986278,Utah,538,UTAHDWQ,1456,51,-14,LANDSAT/LT5_SR,4917500
1178,1,1,1610,10/5/1986,LT50380321986278,Utah,525,UTAHDWQ,1381,13,75,LANDSAT/LT5_SR,4917520
929,1,1,1389,10/5/1986,LT50380321986278,Utah,530,UTAHDWQ,1188,47,-17,LANDSAT/LT5_SR,4917600
931,1,1,1299,10/5/1986,LT50380321986278,Utah,438,UTAHDWQ,1149,17,29,LANDSAT/LT5_SR,4917770
762,,,1028,10/14/1986,LT50370321986287,Utah,664,UTAHDWQ,945,54,32,LANDSAT/LT5_SR,4917450
1275,4,2,1393,10/21/1986,LT50380321986294,Utah,971,UTAHDWQ,1262,911,681,LANDSAT/LT5_SR,4917310
2487,4,3,2701,10/21/1986,LT50380321986294,Utah,2134,UTAHDWQ,2453,1921,1935,LANDSAT/LT5_SR,4917370
2913,4,3,3120,10/21/1986,LT50380321986294,Utah,2578,UTAHDWQ,2956,2754,2754,LANDSAT/LT5_SR,4917390
20000,4,3,7343,10/21/1986,LT50380321986294,Utah,7679,UTAHDWQ,7373,6800,5792,LANDSAT/LT5_SR,4917450
2419,4,3,2757,10/21/1986,LT50380321986294,Utah,1915,UTAHDWQ,2501,1742,1827,LANDSAT/LT5_SR,4917500
2005,4,1,2321,10/21/1986,LT50380321986294,Utah,1249,UTAHDWQ,2031,586,570,LANDSAT/LT5_SR,4917520
1068,1,1,1340,10/21/1986,LT50380321986294,Utah,745,UTAHDWQ,1075,330,243,LANDSAT/LT5_SR,4917600
3586,4,3,3724,10/21/1986,LT50380321986294,Utah,3612,UTAHDWQ,3580,3398,3240,LANDSAT/LT5_SR,4917770
20000,4,3,7314,10/30/1986,LT50370321986303,Utah,7752,UTAHDWQ,7361,3427,3180,LANDSAT/LT5_SR,4917450
20000,4,3,7501,5/1/1987,LT50380321987121,Utah,7897,UTAHDWQ,20000,5611,4523,LANDSAT/LT5_SR,4917310
20000,4,3,7480,5/1/1987,LT50380321987121,Utah,7377,UTAHDWQ,7298,2950,2097,LANDSAT/LT5_SR,4917370
1669,1,1,2169,5/1/1987,LT50380321987121,Utah,729,UTAHDWQ,1933,57,82,LANDSAT/LT5_SR,4917390
1027,0,1,1327,5/1/1987,LT50380321987121,Utah,1120,UTAHDWQ,1388,81,82,LANDSAT/LT5_SR,4917450
20000,4,3,5953,5/1/1987,LT50380321987121,Utah,5903,UTAHDWQ,5856,4182,3255,LANDSAT/LT5_SR,4917500
20000,4,3,20000,5/1/1987,LT50380321987121,Utah,20000,UTAHDWQ,20000,20000,5030,LANDSAT/LT5_SR,4917520
20000,4,3,20000,5/1/1987,LT50380321987121,Utah,8629,UTAHDWQ,20000,5702,4224,LANDSAT/LT5_SR,4917600
1439,1,1,1953,5/1/1987,LT50380321987121,Utah,923,UTAHDWQ,1808,182,157,LANDSAT/LT5_SR,4917770
1299,1,1,1756,6/2/1987,LT50380321987153,Utah,467,UTAHDWQ,1386,29,53,LANDSAT/LT5_SR,4917310
1314,1,1,1787,6/2/1987,LT50380321987153,Utah,432,UTAHDWQ,1442,29,19,LANDSAT/LT5_SR,4917370
801,1,1,1344,6/2/1987,LT50380321987153,Utah,401,UTAHDWQ,936,31,54,LANDSAT/LT5_SR,4917390
671,1,1,992,6/2/1987,LT50380321987153,Utah,568,UTAHDWQ,877,52,18,LANDSAT/LT5_SR,4917450
1410,1,1,1883,6/2/1987,LT50380321987153,Utah,571,UTAHDWQ,1555,121,122,LANDSAT/LT5_SR,4917500
1386,1,1,1858,6/2/1987,LT50380321987153,Utah,525,UTAHDWQ,1472,91,120,LANDSAT/LT5_SR,4917520
1039,1,1,1471,6/2/1987,LT50380321987153,Utah,679,UTAHDWQ,1331,35,21,LANDSAT/LT5_SR,4917600
710,1,1,1117,6/2/1987,LT50380321987153,Utah,530,UTAHDWQ,873,26,17,LANDSAT/LT5_SR,4917770
1025,1,1,1510,6/18/1987,LT50380321987169,Utah,648,UTAHDWQ,1167,171,124,LANDSAT/LT5_SR,4917310
1365,1,1,1887,6/18/1987,LT50380321987169,Utah,680,UTAHDWQ,1558,193,191,LANDSAT/LT5_SR,4917370
1200,1,1,1606,6/18/1987,LT50380321987169,Utah,644,UTAHDWQ,1363,213,157,LANDSAT/LT5_SR,4917390
719,1,1,1037,6/18/1987,LT50380321987169,Utah,679,UTAHDWQ,942,124,88,LANDSAT/LT5_SR,4917450
